IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
79.137.197.212,2a0b:4140:db9c::2,2096,2.91,NL,FRA,155.41,175.75
91.132.59.16,91.132.59.16,443,2.9,NL,AMS,134.52,152.47
82.25.60.219,82.25.60.219,2053,2.9,NL,AMS,133.66,139.82
92.112.124.25,92.112.124.25,443,2.9,NL,AMS,139.87,168.2
31.57.196.204,31.57.196.204,443,2.9,NL,AMS,155.31,159.16
67.220.80.230,67.220.80.230,443,2.88,NL,DUS,147.38,217.02
147.90.229.138,67.220.80.125,443,2.88,NL,DUS,143.41,155.58
134.98.143.133,134.98.143.133,443,2.88,NL,AMS,130.52,136.08
147.90.229.217,67.220.80.2,443,2.88,NL,DUS,142.8,159.94
45.14.49.124,45.14.49.124,443,2.87,NL,AMS,174.46,224.66
38.180.156.13,38.180.156.13,443,2.87,NL,AMS,144.18,160.48
185.198.167.182,185.198.167.182,443,2.85,NL,TXL,144.2,165.5
45.151.233.18,45.151.233.18,443,2.85,NL,AMS,131.48,137.07
23.108.217.103,23.108.217.103,443,2.85,NL,AMS,138.13,143.74
147.90.229.243,67.220.80.160,443,2.85,NL,DUS,145.57,158.49
2.27.169.118,2.27.169.118,443,2.85,NL,AMS,197.42,199.28
154.83.186.95,154.83.186.95,443,2.84,NL,AMS,132.32,153.75
147.90.229.116,67.220.80.36,443,2.83,NL,DUS,139.22,160.73
138.124.3.156,138.124.3.156,443,2.83,NL,AMS,131.72,140.41
147.90.229.33,186.190.213.188,443,2.83,NL,DUS,143.12,159.97
72.56.27.120,72.56.27.120,443,2.82,NL,AMS,145.67,149.28
147.90.89.146,147.90.89.146,443,2.81,NL,AMS,159.29,210.7
141.11.246.54,141.11.246.54,443,2.81,NL,AMS,136.75,153.12
2.26.110.36,2.26.110.36,8443,2.8,NL,MUC,155.26,191.95
147.90.229.219,67.220.80.32,443,2.8,NL,DUS,146.1,252.6
147.90.229.216,67.220.80.14,443,2.8,NL,DUS,137.69,157.19
147.90.89.51,147.90.89.51,443,2.8,NL,AMS,152.27,157.31
158.173.195.247,158.173.195.247,443,2.8,NL,AMS,159.27,170.98
45.82.13.135,45.82.13.135,443,2.8,NL,AMS,138.5,150.15
31.57.196.40,31.57.196.40,443,2.79,NL,AMS,153.48,159.84
147.90.229.242,67.220.80.40,443,2.79,NL,DUS,140.61,151.13
151.247.25.122,151.247.25.122,443,2.78,NL,TXL,134.7,156.3
147.90.229.34,186.190.213.149,443,2.78,NL,DUS,146.94,152.2
2.27.169.43,2.27.169.43,443,2.77,NL,AMS,151.91,161.94
89.125.85.228,89.125.85.228,443,2.77,NL,AMS,135.41,151.82
85.192.60.46,85.192.60.46,443,2.77,NL,LHR,151.84,189.57
23.168.72.17,23.168.72.17,443,2.77,NL,DUS,142.8,161.24
147.90.229.204,67.220.80.216,443,2.77,NL,DUS,149.48,151.83
158.101.216.230,158.101.216.230,443,2.76,NL,AMS,130.5,136.55
147.90.229.51,186.190.213.243,443,2.76,NL,DUS,141.13,155.14
147.90.229.232,67.220.80.104,443,2.76,NL,DUS,141.51,154.83
147.90.229.150,67.220.80.128,443,2.75,NL,DUS,144.81,168.71
186.190.213.82,186.190.213.82,443,2.74,NL,DUS,140.78,158.85
147.90.229.196,67.220.80.132,443,2.74,NL,DUS,144.01,161.65
147.90.229.223,186.190.213.144,443,2.74,NL,DUS,145.49,188.02
147.90.229.202,67.220.80.119,443,2.72,NL,DUS,142.35,154.2
193.123.63.250,193.123.63.250,443,2.72,NL,AMS,138.85,135.04
147.90.229.235,67.220.80.112,443,2.71,NL,DUS,138.08,156.9
82.115.4.109,82.115.4.109,443,2.7,NL,AMS,136.53,143.1
147.90.89.46,147.90.89.46,443,2.69,NL,AMS,154.86,158.77
158.173.195.8,158.173.195.8,443,2.69,NL,AMS,155.46,157.96
193.17.95.47,193.17.95.47,443,2.68,NL,AMS,137.73,154.54
91.201.112.20,91.201.112.20,443,2.68,NL,AMS,132.17,136.56
193.124.189.227,193.124.189.227,443,2.67,NL,AMS,130.4,139.27
62.84.103.222,62.84.103.222,443,2.67,NL,AMS,131.05,142.96
79.137.197.212,2a0b:4140:db9c::2,443,2.67,NL,FRA,154.09,175.58
185.209.162.35,185.209.162.35,443,2.67,NL,AMS,137.57,152.55
94.241.174.229,94.241.174.229,443,2.67,NL,AMS,131.82,136.94
147.90.229.177,186.190.213.10,443,2.67,NL,DUS,142.89,156.91
147.90.229.225,186.190.213.251,443,2.66,NL,DUS,140.21,158.79
89.42.142.75,89.42.142.75,8443,2.66,NL,AMS,137.99,170.07
45.87.107.247,45.87.107.247,443,2.66,NL,BRU,133.96,151.24
195.211.124.7,195.211.124.7,443,2.66,NL,AMS,133.73,153.52
45.88.174.49,45.88.174.49,443,2.65,NL,AMS,137.77,150.4
158.173.195.191,158.173.195.191,443,2.65,NL,AMS,159.67,174.35
147.90.229.224,186.190.213.113,443,2.64,NL,DUS,142.49,156.06
147.90.229.245,67.220.80.210,443,2.64,NL,DUS,140.66,174.48
147.90.229.140,67.220.80.109,443,2.64,NL,DUS,141.8,157.9
147.90.229.164,67.220.80.240,443,2.64,NL,DUS,140.0,158.45
147.90.229.176,186.190.213.30,443,2.63,NL,DUS,142.99,157.56
193.233.127.143,193.233.127.143,443,2.63,NL,AMS,133.55,154.56
158.173.195.89,158.173.195.89,443,2.63,NL,AMS,156.07,169.07
147.90.229.173,67.220.80.228,443,2.63,NL,DUS,140.77,161.29
185.185.41.34,185.185.41.34,443,2.62,NL,AMS,183.61,149.16
147.90.89.39,147.90.89.39,443,2.61,NL,AMS,155.74,159.0
89.42.142.75,89.42.142.75,443,2.6,NL,TXL,134.35,181.58
186.190.213.211,186.190.213.82,443,2.6,NL,DUS,141.76,159.15
89.42.142.63,89.42.142.63,443,2.6,NL,TXL,137.68,172.47
147.90.229.238,67.220.80.101,443,2.6,NL,DUS,135.74,154.08
2.27.169.138,2.27.169.138,443,2.58,NL,AMS,156.38,161.99
147.90.229.194,67.220.80.114,443,2.57,NL,DUS,136.76,149.85
147.90.89.96,147.90.89.96,443,2.57,NL,AMS,161.43,164.83
147.90.229.230,67.220.80.100,443,2.56,NL,DUS,137.07,150.32
45.154.35.160,45.154.35.160,443,2.55,NL,AMS,134.72,146.04
89.42.142.72,89.42.142.72,443,2.55,NL,TXL,135.06,168.55
147.90.229.191,67.220.80.136,443,2.55,NL,DUS,141.27,153.32
80.74.25.110,80.74.25.110,443,2.53,NL,AMS,134.57,139.84
185.21.14.87,185.21.14.87,443,2.53,NL,AMS,152.94,163.6
46.17.102.250,46.17.102.250,443,2.52,NL,AMS,135.14,148.27
147.90.229.120,67.220.80.229,443,2.5,NL,DUS,141.61,159.23
158.173.195.164,158.173.195.164,443,2.49,NL,AMS,154.08,166.45
147.90.229.139,67.220.80.118,443,2.49,NL,DUS,141.2,153.65
89.110.66.154,89.110.66.154,443,2.48,NL,AMS,142.06,151.79
147.90.89.239,147.90.89.239,443,2.43,NL,AMS,154.73,159.88
195.246.110.206,195.246.110.206,443,2.42,NL,AMS,175.82,212.06
158.173.195.68,158.173.195.68,443,2.42,NL,AMS,157.24,161.37
72.56.90.198,72.56.90.198,443,2.41,NL,AMS,132.34,138.16
85.136.181.231,85.136.181.231,443,2.41,NL,AMS,133.27,139.37
80.74.30.45,80.74.30.45,443,2.41,NL,AMS,135.94,138.61
185.184.121.228,185.184.121.228,443,2.41,NL,FRA,151.5,169.93
91.84.120.249,91.84.120.249,443,2.4,NL,AMS,141.87,144.42
31.56.222.122,31.56.222.122,443,2.39,NL,AMS,139.53,160.79
147.90.229.231,67.220.80.116,443,2.39,NL,DUS,140.96,156.51
85.192.42.157,2a12:5940:50a6::2,443,2.37,NL,FRA,151.2,172.08
109.120.142.45,109.120.142.45,443,2.35,NL,AMS,131.1,142.07
2.27.169.221,2.27.169.221,443,2.35,NL,AMS,160.2,167.31
5.182.86.54,5.182.86.54,443,2.35,NL,FRA,152.55,186.99
147.90.89.229,147.90.89.229,443,2.34,NL,AMS,153.39,156.88
62.197.48.250,62.197.48.250,443,2.31,NL,AMS,140.03,150.35
193.106.150.144,193.106.150.144,443,2.29,NL,TXL,140.2,177.04
82.38.71.240,82.38.71.240,443,2.29,NL,AMS,140.58,140.53
217.144.185.122,217.144.185.122,443,2.28,NL,FRA,151.07,175.4
45.144.232.27,45.144.232.27,443,2.27,NL,AMS,130.59,150.24
31.56.184.83,31.56.184.83,443,2.27,NL,AMS,139.8,143.47
158.173.195.166,158.173.195.166,443,2.27,NL,AMS,157.93,159.57
147.90.89.120,147.90.89.120,443,2.27,NL,AMS,156.02,157.67
5.129.218.71,5.129.218.71,443,2.26,NL,AMS,130.07,135.52
147.90.89.147,147.90.89.147,443,2.26,NL,AMS,155.01,160.16
185.180.196.74,185.180.196.74,443,2.26,NL,AMS,134.48,145.35
158.173.195.225,158.173.195.225,443,2.26,NL,AMS,157.78,163.8
158.173.195.240,158.173.195.240,443,2.26,NL,AMS,156.62,159.75
147.90.229.159,67.220.80.159,443,2.25,NL,DUS,137.1,151.27
147.90.229.221,67.220.80.20,443,2.25,NL,DUS,140.99,154.6
168.100.9.81,168.100.9.81,443,2.25,NL,AMS,158.96,177.18
38.180.134.27,38.180.134.27,443,2.25,NL,AMS,149.3,169.86
147.90.229.162,67.220.80.42,443,2.25,NL,DUS,137.01,156.73
2.27.169.240,2.27.169.240,443,2.25,NL,AMS,156.65,164.22
147.90.89.27,147.90.89.27,443,2.24,NL,AMS,155.45,172.03
147.90.229.167,67.220.80.16,443,2.24,NL,DUS,141.16,153.48
158.173.195.208,158.173.195.208,443,2.24,NL,AMS,153.37,159.36
147.90.89.6,147.90.89.6,443,2.24,NL,AMS,154.98,172.26
147.90.229.172,67.220.80.22,443,2.24,NL,DUS,143.85,155.18
147.90.89.201,147.90.89.201,443,2.24,NL,AMS,154.86,168.42
147.90.89.14,147.90.89.14,443,2.23,NL,AMS,159.53,157.81
147.90.89.119,147.90.89.119,443,2.23,NL,AMS,158.78,162.64
147.90.229.184,186.190.213.242,443,2.23,NL,DUS,140.31,152.4
2.26.138.203,2.26.138.203,443,2.22,NL,AMS,141.15,167.21
5.253.59.78,5.253.59.78,443,2.21,NL,AMS,137.16,159.16
146.19.248.240,146.19.248.240,443,2.21,NL,AMS,138.4,160.2
147.90.89.213,147.90.89.213,443,2.21,NL,AMS,152.9,157.02
45.91.236.80,45.91.236.80,443,2.18,NL,AMS,137.07,151.32
2.27.39.147,2.27.39.147,443,2.18,NL,MUC,161.64,238.38
147.90.89.136,147.90.89.136,443,2.17,NL,AMS,153.65,159.23
158.173.195.156,158.173.195.156,443,2.17,NL,AMS,162.48,165.07
194.5.97.100,194.5.97.100,443,2.17,NL,AMS,148.76,156.74
152.53.60.131,152.53.60.131,443,2.15,NL,AMS,149.0,164.36
147.90.229.115,67.220.80.38,443,2.14,NL,DUS,142.81,150.04
147.90.89.223,147.90.89.223,443,2.14,NL,AMS,157.61,162.86
195.123.216.63,195.123.216.63,443,2.14,NL,AMS,155.82,164.2
95.85.247.210,95.85.247.210,2053,2.13,NL,AMS,134.36,145.49
147.90.89.240,147.90.89.240,443,2.13,NL,AMS,159.3,163.9
2.27.169.61,2.27.169.61,443,2.13,NL,AMS,153.25,159.17
5.129.216.14,5.129.216.14,443,2.13,NL,AMS,132.13,146.0
212.7.207.4,212.7.207.4,443,2.12,NL,LHR,136.5,161.23
85.137.63.2,85.137.58.151,443,2.12,NL,AMS,159.61,163.88
158.173.195.104,158.173.195.104,443,2.12,NL,AMS,157.1,188.4
95.85.247.210,95.85.247.210,443,2.11,NL,AMS,134.07,146.47
62.171.228.242,62.171.228.242,443,2.1,NL,AMS,131.66,138.82
85.137.59.34,85.137.59.34,443,2.09,NL,AMS,160.38,161.36
147.90.89.114,147.90.89.114,443,2.08,NL,AMS,155.98,161.02
147.90.229.226,186.190.213.185,443,2.05,NL,DUS,136.87,150.81
158.173.195.241,158.173.195.241,443,2.0,NL,AMS,158.21,166.79
188.227.107.171,188.227.107.171,443,2.0,NL,AMS,130.66,144.67
2.27.169.249,2.27.169.249,443,1.99,NL,AMS,153.67,158.23
5.181.134.74,5.181.134.74,443,1.99,NL,AMS,133.79,187.68
157.22.178.119,157.22.178.119,443,1.99,NL,AMS,135.99,162.77
89.150.59.208,89.150.59.208,443,1.98,NL,AMS,134.78,140.75
178.208.87.151,178.208.87.151,443,1.93,NL,AMS,161.26,150.98
188.253.25.212,188.253.25.212,443,1.92,NL,AMS,130.21,172.61
147.90.89.210,147.90.89.210,443,1.92,NL,AMS,163.47,160.23
147.90.229.229,67.220.80.117,443,1.87,NL,DUS,143.25,153.51
158.173.195.195,158.173.195.195,443,1.86,NL,AMS,151.65,157.1
5.129.216.14,5.129.216.14,8443,1.85,NL,AMS,130.82,144.75
147.90.229.87,67.220.80.124,443,1.84,NL,DUS,140.49,153.93
72.56.24.235,72.56.24.235,443,1.84,NL,AMS,131.32,141.84
147.90.89.54,147.90.89.54,443,1.82,NL,AMS,164.32,156.71
188.166.1.80,161.35.247.7,443,1.81,NL,AMS,142.05,149.46
78.142.231.122,78.142.231.122,443,1.8,NL,AMS,149.21,152.9
31.44.0.180,31.44.0.180,443,1.78,NL,AMS,140.37,157.25
147.90.89.47,147.90.89.47,443,1.74,NL,AMS,157.09,162.94
147.90.229.220,67.220.80.26,443,1.71,NL,DUS,146.45,157.49
147.90.229.212,67.220.80.65,443,1.7,NL,DUS,137.7,159.56
158.173.195.175,158.173.195.175,443,1.64,NL,AMS,156.36,184.19
147.90.89.76,147.90.89.76,443,1.64,NL,AMS,155.1,163.75
85.136.112.166,85.136.112.166,443,1.6,NL,AMS,133.51,139.61
89.110.117.7,89.110.117.7,443,1.53,NL,AMS,151.74,157.36
147.90.89.101,147.90.89.101,443,1.49,NL,AMS,156.7,161.37
31.44.0.166,31.44.0.166,443,1.48,NL,AMS,141.28,154.31
85.136.112.166,85.136.112.166,8443,1.44,NL,AMS,142.53,138.16
82.73.67.204,82.73.67.204,443,1.42,NL,AMS,148.34,196.65
23.94.220.233,23.94.220.233,443,1.41,NL,AMS,144.96,153.58
31.57.196.240,31.57.196.240,443,1.37,NL,AMS,152.35,174.68
66.151.42.239,66.151.42.239,443,1.35,NL,AMS,135.67,149.71
31.76.22.83,2a12:bec4:1485:2fb::2,443,3.86,PL,WAW,154.42,182.08
45.198.0.236,45.198.0.236,443,3.78,PL,WAW,153.1,161.93
70.34.243.2,70.34.243.2,443,3.72,PL,WAW,147.34,151.32
82.26.91.140,82.26.91.140,443,3.7,PL,WAW,184.35,177.28
138.124.20.123,138.124.20.123,443,3.63,PL,WAW,149.31,156.28
217.30.10.55,217.30.10.55,2083,3.61,PL,WAW,147.22,178.44
31.59.143.122,31.59.143.122,443,3.59,PL,WAW,149.8,158.76
91.92.46.117,91.92.46.42,443,3.57,PL,WAW,151.91,165.53
31.77.228.84,31.77.228.84,443,3.47,PL,VNO,150.69,188.75
2.26.224.210,2.26.224.210,443,3.45,PL,RIX,157.41,177.11
82.40.38.216,82.40.38.216,443,3.45,PL,WAW,152.25,157.35
217.60.33.218,217.60.33.218,443,3.41,PL,WAW,149.95,155.61
95.85.246.250,95.85.246.250,443,3.33,PL,WAW,148.36,161.96
217.30.10.55,217.30.10.55,2087,3.33,PL,WAW,147.68,179.1
57.128.203.189,57.128.203.189,443,3.32,PL,WAW,164.66,171.12
70.34.243.176,70.34.243.176,8443,3.32,PL,WAW,150.77,163.34
31.76.251.97,31.76.251.97,8443,3.18,PL,VNO,156.1,199.1
144.31.2.121,144.31.2.121,443,3.17,PL,VNO,169.39,190.43
37.252.11.221,37.252.11.221,443,3.16,PL,WAW,153.02,206.82
31.169.126.66,31.169.126.66,443,2.94,PL,WAW,148.04,153.39
185.126.64.13,185.126.64.13,443,2.94,PL,WAW,157.53,159.52
217.30.10.55,217.30.10.55,443,2.94,PL,WAW,147.01,179.29
70.34.243.123,70.34.243.123,443,2.93,PL,WAW,146.97,151.26
91.92.46.42,91.92.46.42,443,2.93,PL,WAW,149.98,156.84
70.34.243.176,70.34.243.176,443,2.88,PL,WAW,149.79,158.43
2.26.225.64,2.26.225.64,443,2.83,PL,VNO,148.8,169.9
45.144.50.4,45.144.50.4,443,2.83,PL,RIX,149.95,177.59
103.167.234.26,103.167.234.26,443,2.81,PL,WAW,149.7,167.34
94.183.209.96,94.183.209.96,443,2.79,PL,VNO,149.98,176.96
191.44.81.76,191.44.81.76,443,2.78,PL,WAW,155.63,156.34
91.224.75.242,91.224.75.242,2053,2.77,PL,RIX,151.45,195.91
82.40.37.125,82.40.37.125,443,2.77,PL,WAW,155.22,158.29
82.118.20.234,82.118.20.234,443,2.77,PL,WAW,156.16,171.71
81.85.73.76,81.85.73.76,443,2.75,PL,WAW,151.96,176.15
212.119.43.76,212.119.43.76,443,2.71,PL,WAW,164.01,200.42
78.11.241.61,78.11.241.61,443,2.67,PL,WAW,155.68,178.36
31.77.56.26,31.77.56.26,8443,2.65,PL,WAW,159.58,166.28
138.124.104.104,138.124.104.104,443,2.64,PL,WAW,148.23,155.06
2.59.163.33,2.59.163.33,443,2.64,PL,WAW,150.68,169.6
31.77.56.26,31.77.56.26,443,2.64,PL,WAW,152.07,183.05
45.192.12.142,45.192.12.142,443,2.64,PL,WAW,152.19,151.88
95.85.254.170,95.85.254.170,443,2.62,PL,WAW,167.31,168.4
45.194.66.88,45.194.66.88,443,2.55,PL,WAW,148.43,160.26
91.149.253.249,2a09:bac5:5064:2432::39b:ec,443,2.55,PL,WAW,147.4,180.41
144.31.171.82,144.31.171.82,443,2.54,PL,WAW,149.19,187.37
2.26.5.200,2.26.5.200,443,2.53,PL,WAW,161.47,169.2
70.34.243.176,70.34.243.176,2087,2.53,PL,WAW,152.26,166.5
191.44.81.91,191.44.81.91,443,2.52,PL,WAW,148.69,168.3
91.224.75.242,91.224.75.242,443,2.52,PL,RIX,150.0,206.7
193.108.170.80,193.108.170.80,443,2.52,PL,WAW,155.03,157.51
188.116.40.37,188.116.40.37,443,2.51,PL,WAW,156.27,196.64
82.22.41.205,2a05:fc1:40:2e7::2,443,2.5,PL,VNO,150.72,172.06
217.182.79.55,217.182.79.55,443,2.4,PL,WAW,163.72,170.11
81.90.17.212,81.90.17.212,443,2.34,PL,WAW,148.85,160.41
31.169.126.66,31.169.126.66,8443,2.3,PL,WAW,148.19,153.95
91.108.237.23,91.108.237.23,443,2.22,PL,WAW,168.54,188.06
31.169.126.145,31.169.126.145,443,2.2,PL,WAW,155.04,161.67
37.252.6.119,37.252.6.119,443,2.2,PL,WAW,160.48,191.09
188.255.163.12,188.255.163.12,443,2.18,PL,WAW,157.69,171.39
191.101.184.50,191.101.184.50,443,2.14,PL,WAW,157.2,171.86
51.68.141.223,51.68.141.223,443,2.13,PL,WAW,164.43,169.09
64.176.68.73,64.176.68.73,443,2.11,PL,WAW,148.56,149.52
70.34.251.88,70.34.251.88,443,2.08,PL,WAW,149.67,159.06
51.75.32.106,217.182.79.55,8443,2.03,PL,WAW,166.89,171.88
139.28.97.231,139.28.97.231,443,1.99,PL,WAW,148.03,164.78
193.106.196.250,193.106.196.250,443,1.92,PL,WAW,170.62,207.25
217.182.79.55,217.182.79.55,8443,1.87,PL,WAW,164.11,169.03
82.40.37.125,82.40.37.125,8443,1.85,PL,WAW,152.12,156.66
64.176.73.77,64.176.73.77,443,1.83,PL,WAW,149.31,154.65
194.59.186.97,194.59.186.97,443,1.83,PL,FRA,163.74,228.45
51.75.32.106,217.182.79.55,443,1.82,PL,WAW,166.6,179.07
45.43.137.179,45.43.137.179,443,1.77,PL,VNO,151.28,207.17
91.92.46.238,91.92.46.238,443,1.71,PL,WAW,149.75,151.85
94.103.0.67,94.103.0.67,443,1.53,PL,WAW,171.93,156.72
192.145.28.239,192.145.28.239,443,1.48,PL,WAW,148.02,152.61
145.239.90.29,145.239.90.29,443,1.39,PL,WAW,164.41,169.34
94.250.249.129,94.250.249.129,443,2.84,RU,DME,170.06,201.42
185.26.121.79,185.26.121.79,443,2.51,RU,LHR,167.46,254.54
157.22.231.205,157.22.231.205,443,2.5,RU,DME,166.94,197.9
91.107.64.160,91.107.64.160,443,2.42,RU,HEL,172.9,209.19
195.19.20.80,195.19.20.80,8443,2.4,RU,DME,196.84,205.22
217.60.186.23,217.60.186.23,443,2.4,RU,DME,170.92,209.26
217.60.186.23,217.60.186.23,8443,2.36,RU,DME,182.24,204.0
91.188.214.126,91.188.214.126,443,2.29,RU,RIX,183.01,282.08
31.56.208.59,31.56.208.59,443,2.29,RU,DME,178.39,238.29
31.56.208.158,31.56.208.158,443,2.28,RU,DME,175.21,224.55
95.215.108.132,95.215.108.132,443,2.27,RU,FRA,172.7,257.19
139.100.227.28,139.100.227.28,443,2.25,RU,DME,159.78,207.22
95.182.120.255,95.182.120.255,443,2.25,RU,ARN,172.26,231.22
109.107.189.6,109.107.189.6,443,2.2,RU,ARN,173.29,241.93
178.255.127.200,2a06:dd00:1:4::2501,443,2.19,RU,AMS,175.86,259.33
83.147.255.88,83.147.255.88,443,2.17,RU,ARN,158.9,213.73
89.23.112.211,89.23.112.211,443,2.14,RU,AMS,161.49,261.47
159.194.196.121,159.194.196.121,443,2.13,RU,ARN,179.17,223.95
200.165.230.239,200.165.230.239,443,2.13,RU,DME,176.56,224.23
217.26.29.24,217.26.29.24,443,2.13,RU,ARN,177.7,221.51
176.118.214.216,176.118.214.216,443,2.11,RU,DME,171.78,213.94
195.211.36.60,195.211.36.60,443,2.09,RU,DME,165.47,198.52
46.29.115.144,46.29.115.144,8443,2.06,RU,DME,166.63,370.93
45.90.218.180,45.90.218.180,443,2.06,RU,ARN,186.14,296.88
157.22.230.81,157.22.230.81,443,2.06,RU,DME,169.32,202.0
80.68.156.187,80.68.156.187,443,2.05,RU,AMS,163.99,243.49
91.188.213.107,91.188.213.107,443,2.01,RU,RIX,169.16,265.98
212.74.227.162,212.74.227.162,443,2.01,RU,DME,171.36,198.82
178.20.41.204,178.20.41.204,443,2.01,RU,AMS,172.74,263.74
89.127.197.225,89.127.197.225,443,1.99,RU,AMS,172.3,276.79
195.133.145.236,195.133.145.236,443,1.99,RU,ARN,173.58,229.1
45.95.203.111,45.95.203.111,443,1.99,RU,ARN,185.68,259.27
109.248.168.38,109.248.168.38,443,1.99,RU,ARN,178.49,228.49
178.20.41.204,178.20.41.204,8443,1.99,RU,AMS,174.77,270.35
178.154.222.149,178.154.222.149,443,1.98,RU,DME,171.28,203.57
194.55.235.205,194.55.235.205,443,1.97,RU,WAW,190.38,235.09
185.147.27.144,185.147.27.144,443,1.95,RU,WAW,170.66,209.13
103.213.249.125,103.213.249.125,443,1.93,RU,ARN,175.99,229.52
80.249.151.223,80.249.151.223,2053,1.92,RU,HEL,166.63,198.45
161.104.44.138,161.104.44.138,443,1.91,RU,DME,183.66,212.15
91.184.244.230,91.184.244.230,443,1.88,RU,LHR,177.45,281.71
178.250.246.243,178.250.246.243,443,1.87,RU,DME,187.87,246.21
45.90.218.109,45.90.218.109,443,1.84,RU,ARN,192.27,242.74
185.147.27.21,185.147.27.21,443,1.84,RU,WAW,164.2,203.92
153.80.246.79,153.80.246.79,443,1.83,RU,DME,234.69,201.92
5.8.52.100,5.8.52.100,443,1.82,RU,DME,166.21,215.03
5.35.127.57,5.35.127.57,443,1.82,RU,DME,167.88,201.96
37.18.102.113,37.18.102.113,443,1.8,RU,ARN,178.1,227.9
5.101.50.226,5.101.50.226,443,1.77,RU,DME,168.98,226.94
46.29.115.144,46.29.115.144,443,1.77,RU,ARN,167.58,223.2
46.29.118.247,46.29.118.247,8443,1.76,RU,FRA,170.41,248.08
95.182.120.53,95.182.120.53,443,1.72,RU,ARN,172.83,253.45
80.68.156.226,80.68.156.226,443,1.68,RU,AMS,161.3,242.0
90.156.170.211,90.156.170.211,443,1.67,RU,ARN,188.3,267.0
212.22.82.144,212.22.82.144,443,1.65,RU,ARN,183.5,233.75
45.140.19.2,45.140.19.2,443,1.64,RU,ARN,184.94,235.44
185.125.219.207,185.125.219.207,443,1.64,RU,ARN,187.6,240.48
46.29.118.247,46.29.118.247,443,1.64,RU,FRA,169.32,255.98
46.29.118.247,46.29.118.247,2053,1.64,RU,FRA,170.56,249.32
194.190.153.170,194.190.153.170,443,1.6,RU,ARN,175.72,227.79
141.98.190.45,141.98.190.45,443,1.59,RU,ARN,172.44,221.6
217.114.5.41,217.114.5.41,443,1.59,RU,ARN,197.79,258.38
80.76.42.191,80.76.42.191,443,1.57,RU,ARN,190.29,243.31
138.16.178.43,138.16.178.43,443,1.57,RU,LHR,174.7,285.39
185.217.199.148,185.217.199.148,443,1.57,RU,ARN,191.79,237.37
85.198.109.141,85.198.109.141,443,1.56,RU,LHR,175.97,280.79
93.189.228.102,93.189.228.102,443,1.54,RU,ARN,202.11,272.2
155.212.216.144,155.212.216.144,443,1.54,RU,ARN,205.98,249.43
80.87.198.98,80.87.198.98,443,1.51,RU,AMS,170.45,257.58
104.128.137.133,178.253.39.156,443,1.51,RU,ARN,176.85,261.32
31.207.74.215,31.207.74.215,443,1.5,RU,ARN,194.01,255.11
193.124.130.225,193.124.130.225,443,1.49,RU,LHR,179.48,329.66
45.9.13.99,45.9.13.99,443,1.48,RU,ARN,189.23,305.3
155.212.160.127,155.212.160.127,443,1.47,RU,DME,169.62,202.26
2.26.89.250,2.26.89.250,443,1.47,RU,DME,171.83,199.23
217.26.26.14,217.26.26.14,443,1.45,RU,ARN,182.87,221.77
194.28.31.154,194.28.31.154,443,1.44,RU,DME,177.79,222.97
5.181.108.232,5.181.108.232,443,1.44,RU,ARN,207.15,255.55
217.114.12.143,217.114.12.143,443,1.44,RU,ARN,208.37,260.73
91.217.80.43,91.217.80.43,443,1.44,RU,ARN,201.33,300.08
45.132.255.173,45.132.255.173,443,1.43,RU,ARN,191.54,241.9
194.226.20.225,194.226.20.225,443,1.42,RU,DME,167.1,231.14
194.62.249.13,45.140.19.2,443,1.39,RU,ARN,172.97,220.62
92.241.18.106,92.241.18.106,443,1.34,RU,FRA,195.23,323.38
195.19.20.80,195.19.20.80,2053,1.34,RU,DME,228.83,240.44
217.114.43.99,217.114.43.99,443,1.32,RU,ARN,166.55,216.62
212.193.26.83,212.193.26.83,443,1.26,RU,HEL,179.29,213.72
185.128.107.175,185.128.107.175,443,1.26,RU,ARN,189.84,238.78
80.249.151.223,80.249.151.223,443,1.25,RU,HEL,168.97,200.96
185.5.249.0,185.5.249.0,443,1.16,RU,ARN,196.56,247.94
109.73.203.18,109.73.203.18,443,1.12,RU,DME,182.25,215.59
89.44.86.12,89.44.86.12,443,1.11,RU,ARN,174.15,221.89
70.34.210.205,70.34.210.205,443,3.92,SE,ARN,146.74,151.32
196.196.5.28,196.196.5.26,443,3.8,SE,ARN,147.01,168.46
62.182.196.83,62.182.196.83,443,3.64,SE,ARN,148.65,156.28
121.127.33.130,121.127.33.130,443,3.59,SE,ARN,155.06,162.34
138.124.96.173,138.124.96.173,443,3.42,SE,ARN,148.96,153.21
193.148.58.33,193.148.58.33,443,3.41,SE,ARN,148.85,156.65
5.175.236.36,5.175.236.36,443,3.32,SE,FRA,150.2,218.95
37.203.209.50,37.203.209.50,443,3.31,SE,ARN,147.61,151.33
185.58.115.45,185.58.115.45,443,3.31,SE,ARN,155.51,162.01
37.203.209.42,37.203.209.42,443,3.26,SE,ARN,151.26,150.83
196.196.5.26,196.196.5.26,443,3.26,SE,ARN,146.93,151.76
185.117.88.115,185.117.88.115,443,3.21,SE,ARN,187.28,177.78
87.251.85.34,87.251.85.34,443,3.2,SE,ARN,165.69,172.12
89.125.243.165,89.125.243.165,443,3.16,SE,ARN,147.53,162.82
